,current_state,lemma,lemma_input_entities,interest_score
278,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))', '((a^2)+b)=(b+(a^2))', '((1*(a*a))+b)=(b+(a^2))')",AdditionMultiplicationRightDistribution,"('c', '(a^2)', '((1*(a*a))+b)')",6
279,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))', '((a^2)+b)=(b+(a^2))', '((1*(a*a))+b)=(b+(a^2))', '(c*((a^2)+((1*(a*a))+b)))=((c*(a^2))+(c*((1*(a*a))+b)))')",EquivalenceSubstitution,"('((1*(a*a))+b)', '(b+(a^2))')",6
280,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))', '((a^2)+b)=(b+(a^2))', '((1*(a*a))+b)=(b+(a^2))', '(c*((a^2)+((1*(a*a))+b)))=((c*(a^2))+(c*((1*(a*a))+b)))', '(c*((a^2)+(b+(a^2))))=((c*(a^2))+(c*((1*(a*a))+b)))')",MultiplicationCommutativity,"('c', '(a^2)')",6
281,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))', '((a^2)+b)=(b+(a^2))', '((1*(a*a))+b)=(b+(a^2))', '(c*((a^2)+((1*(a*a))+b)))=((c*(a^2))+(c*((1*(a*a))+b)))', '(c*((a^2)+(b+(a^2))))=((c*(a^2))+(c*((1*(a*a))+b)))', '(c*(a^2))=((a^2)*c)')",EquivalenceSubstitution,"('(c*(a^2))', '((a^2)*c)')",6
282,"('(a+f)=b',)",PrincipleOfEquality,"('b', 'b', '(a+f)', 'b')",6
283,"('(a+f)=b', '(b+(a+f))=(b+b)')",SquareDefinition,"('(b+(a+f))',)",6
284,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)')",EquivalenceSubstitution,"('(b+(a+f))', '(b+b)')",6
285,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)')",AdditionSimplification,"('((b+(a+f))*(b+b))',)",6
286,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))*(b+b))))')",EquivalenceSubstitution,"('((b+(a+f))*(b+b))', '((b+(a+f))^2)')",6
287,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))*(b+b))))', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))')",AdditionZero,"('0', '0')",6
288,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))*(b+b))))', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))', '0=(0+0)')",EquivalenceSubstitution,"('0', '(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))')",6
289,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))*(b+b))))', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))', '0=(0+0)', '(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))=(0+0)')",MultiplicationCommutativity,"('(b+(a+f))', '(b+b)')",6
290,"('(a+f)=b', '(b+(a+f))=(b+b)', '((b+(a+f))*(b+(a+f)))=((b+(a+f))^2)', '((b+(a+f))*(b+b))=((b+(a+f))^2)', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))*(b+b))))', '0=(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))', '0=(0+0)', '(((b+(a+f))*(b+b))+(-((b+(a+f))^2)))=(0+0)', '((b+(a+f))*(b+b))=((b+b)*(b+(a+f)))')",EquivalenceSubstitution,"('((b+(a+f))*(b+b))', '((b+b)*(b+(a+f)))')",6
291,(),AdditionMultiplicationRightDistribution,"('c', 'b', 'b')",6
292,"('(c*(b+b))=((c*b)+(c*b))',)",MultiplicationOne,"('(c*(b+b))', '1')",6
293,"('(c*(b+b))=((c*b)+(c*b))', '(c*(b+b))=((c*(b+b))*1)')",EquivalenceSubstitution,"('(c*(b+b))', '((c*b)+(c*b))')",6
294,"('(c*(b+b))=((c*b)+(c*b))', '(c*(b+b))=((c*(b+b))*1)', '((c*b)+(c*b))=((c*(b+b))*1)')",MultiplicationSimplification,"('((c*b)+(c*b))',)",6
295,"('(c*(b+b))=((c*b)+(c*b))', '(c*(b+b))=((c*(b+b))*1)', '((c*b)+(c*b))=((c*(b+b))*1)', '1=(((c*b)+(c*b))*(\\frac{1}{((c*b)+(c*b))}))')",EquivalenceSubstitution,"('((c*b)+(c*b))', '((c*(b+b))*1)')",6
296,"('(c*(b+b))=((c*b)+(c*b))', '(c*(b+b))=((c*(b+b))*1)', '((c*b)+(c*b))=((c*(b+b))*1)', '1=(((c*b)+(c*b))*(\\frac{1}{((c*b)+(c*b))}))', '1=(((c*b)+(c*b))*(\\frac{1}{((c*(b+b))*1)}))')",AdditionCommutativity,"('b', 'b')",6
297,"('(c*(b+b))=((c*b)+(c*b))', '(c*(b+b))=((c*(b+b))*1)', '((c*b)+(c*b))=((c*(b+b))*1)', '1=(((c*b)+(c*b))*(\\frac{1}{((c*b)+(c*b))}))', '1=(((c*b)+(c*b))*(\\frac{1}{((c*(b+b))*1)}))', '(b+b)=(b+b)')",MultiplicationAssociativity,"('(b+b)', 'b', '(c*b)')",6
298,(),AdditionZero,"('b', '0')",6
299,"('b=(b+0)',)",MultiplicationCommutativity,"('b', 'a')",6
300,"('b=(b+0)', '(b*a)=(a*b)')",EquivalenceSubstitution,"('b', '(b+0)')",6
301,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)')",AdditionCommutativity,"('b', '0')",6
302,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)', '(b+0)=(0+b)')",EquivalenceSubstitution,"('(b+0)', '(0+b)')",6
303,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)', '(b+0)=(0+b)', '((0+b)*a)=(a*b)')",MultiplicationSimplification,"('((0+b)*a)',)",6
304,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)', '(b+0)=(0+b)', '((0+b)*a)=(a*b)', '1=(((0+b)*a)*(\\frac{1}{((0+b)*a)}))')",EquivalenceSubstitution,"('((0+b)*a)', '(a*b)')",6
305,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)', '(b+0)=(0+b)', '((0+b)*a)=(a*b)', '1=(((0+b)*a)*(\\frac{1}{((0+b)*a)}))', '1=(((0+b)*a)*(\\frac{1}{(a*b)}))')",AdditionMultiplicationRightDistribution,"('1', '1', 'b')",6
306,"('b=(b+0)', '(b*a)=(a*b)', '((b+0)*a)=(a*b)', '(b+0)=(0+b)', '((0+b)*a)=(a*b)', '1=(((0+b)*a)*(\\frac{1}{((0+b)*a)}))', '1=(((0+b)*a)*(\\frac{1}{(a*b)}))', '(1*(1+b))=((1*1)+(1*b))')",EquivalenceSubstitution,"('1', '(((0+b)*a)*(\\frac{1}{(a*b)}))')",6
307,(),MultiplicationAssociativity,"('a', 'a', 'b')",8
308,"('(a*(a*b))=((a*a)*b)',)",AdditionSimplification,"('(a*(a*b))',)",8
309,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))')",EquivalenceSubstitution,"('(a*(a*b))', '((a*a)*b)')",8
310,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))')",MultiplicationOne,"('1', '0')",8
311,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))', '0=(1*0)')",EquivalenceSubstitution,"('0', '((a*(a*b))+(-((a*a)*b)))')",8
312,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))', '0=(1*0)', '((a*(a*b))+(-((a*a)*b)))=(1*0)')",AdditionMultiplicationLeftDistribution,"('c', '(1*0)', '((a*(a*b))+(-((a*a)*b)))')",8
313,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))', '0=(1*0)', '((a*(a*b))+(-((a*a)*b)))=(1*0)', '(((1*0)+((a*(a*b))+(-((a*a)*b))))*c)=(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))')",EquivalenceSubstitution,"('((a*(a*b))+(-((a*a)*b)))', '(1*0)')",8
314,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))', '0=(1*0)', '((a*(a*b))+(-((a*a)*b)))=(1*0)', '(((1*0)+((a*(a*b))+(-((a*a)*b))))*c)=(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))', '(((1*0)+(1*0))*c)=(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))')",AdditionMultiplicationRightDistribution,"('0', 'a', '(((1*0)+(1*0))*c)')",8
315,"('(a*(a*b))=((a*a)*b)', '0=((a*(a*b))+(-(a*(a*b))))', '0=((a*(a*b))+(-((a*a)*b)))', '0=(1*0)', '((a*(a*b))+(-((a*a)*b)))=(1*0)', '(((1*0)+((a*(a*b))+(-((a*a)*b))))*c)=(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))', '(((1*0)+(1*0))*c)=(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))', '(0*(a+(((1*0)+(1*0))*c)))=((0*a)+(0*(((1*0)+(1*0))*c)))')",EquivalenceSubstitution,"('(((1*0)+(1*0))*c)', '(((1*0)*c)+(((a*(a*b))+(-((a*a)*b)))*c))')",8
316,"('(c+f)=b',)",MultiplicationAssociativity,"('b', 'b', 'b')",8
317,"('(b*(b*b))=((b*b)*b)', '(c+f)=b')",PrincipleOfEquality,"('(b*(b*b))', '((b*b)*b)', '(c+f)', 'b')",8
318,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)')",SquareDefinition,"('b',)",8
319,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)', '(b*b)=(b^2)')",EquivalenceSubstitution,"('(b*b)', '(b^2)')",8
320,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)', '(b*b)=(b^2)', '((b*(b*b))+(c+f))=(((b^2)*b)+b)')",AdditionAssociativity,"('(b*(b*b))', 'c', 'f')",8
321,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)', '(b*b)=(b^2)', '((b*(b*b))+(c+f))=(((b^2)*b)+b)', '((b*(b*b))+(c+f))=(((b*(b*b))+c)+f)')",EquivalenceSubstitution,"('((b*(b*b))+(c+f))', '(((b*(b*b))+c)+f)')",8
322,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)', '(b*b)=(b^2)', '((b*(b*b))+(c+f))=(((b^2)*b)+b)', '((b*(b*b))+(c+f))=(((b*(b*b))+c)+f)', '(((b*(b*b))+c)+f)=(((b^2)*b)+b)')",AdditionMultiplicationRightDistribution,"('(((b*(b*b))+c)+f)', 'b', 'c')",8
323,"('(b*(b*b))=((b*b)*b)', '(c+f)=b', '((b*(b*b))+(c+f))=(((b*b)*b)+b)', '(b*b)=(b^2)', '((b*(b*b))+(c+f))=(((b^2)*b)+b)', '((b*(b*b))+(c+f))=(((b*(b*b))+c)+f)', '(((b*(b*b))+c)+f)=(((b^2)*b)+b)', '((((b*(b*b))+c)+f)*(b+c))=(((((b*(b*b))+c)+f)*b)+((((b*(b*b))+c)+f)*c))')",EquivalenceSubstitution,"('(((b*(b*b))+c)+f)', '(((b^2)*b)+b)')",8
324,"('(a+f)=b',)",MultiplicationOne,"('1', 'b')",6
325,"('b=(1*b)', '(a+f)=b')",PrincipleOfEquality,"('b', '(1*b)', '(a+f)', 'b')",6
326,"('b=(1*b)', '(a+f)=b', '(b+(a+f))=((1*b)+b)')",MultiplicationCommutativity,"('1', 'b')",6
327,"('b=(1*b)', '(a+f)=b', '(b+(a+f))=((1*b)+b)', '(1*b)=(b*1)')",EquivalenceSubstitution,"('(1*b)', '(b*1)')",6
328,"('b=(1*b)', '(a+f)=b', '(b+(a+f))=((1*b)+b)', '(1*b)=(b*1)', '(b+(a+f))=((b*1)+b)')",AdditionAssociativity,"('b', 'a', 'f')",6
329,"('b=(1*b)', '(a+f)=b', '(b+(a+f))=((1*b)+b)', '(1*b)=(b*1)', '(b+(a+f))=((b*1)+b)', '(b+(a+f))=((b+a)+f)')",EquivalenceSubstitution,"('(b+(a+f))', '((b+a)+f)')",6
330,"('b=(1*b)', '(a+f)=b', '(b+(a+f))=((1*b)+b)', '(1*b)=(b*1)', '(b+(a+f))=((b*1)+b)', '(b+(a+f))=((b+a)+f)', '((b+a)+f)=((b*1)+b)')",EquMoveTerm,"('(b+a)', 'f', '((b*1)+b)')",6
331,"('(a+f)=(c+c)',)",AdditionAssociativity,"('c', 'c', 'c')",8
332,"('(c+(c+c))=((c+c)+c)', '(a+f)=(c+c)')",AdditionCommutativity,"('(c+c)', 'c')",8
333,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(a+f)=(c+c)')",EquivalenceSubstitution,"('((c+c)+c)', '(c+(c+c))')",8
334,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(c+(c+c))=(c+(c+c))', '(a+f)=(c+c)')",PrincipleOfEquality,"('(c+(c+c))', '(c+(c+c))', '(a+f)', '(c+c)')",8
335,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(c+(c+c))=(c+(c+c))', '(a+f)=(c+c)', '((c+(c+c))+(a+f))=((c+(c+c))+(c+c))')",MultiplicationSimplification,"('((c+(c+c))+(a+f))',)",8
336,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(c+(c+c))=(c+(c+c))', '(a+f)=(c+c)', '((c+(c+c))+(a+f))=((c+(c+c))+(c+c))', '1=(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(a+f))}))')",EquivalenceSubstitution,"('((c+(c+c))+(a+f))', '((c+(c+c))+(c+c))')",8
337,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(c+(c+c))=(c+(c+c))', '(a+f)=(c+c)', '((c+(c+c))+(a+f))=((c+(c+c))+(c+c))', '1=(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(a+f))}))', '1=(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(c+c))}))')",AdditionZero,"('0', '1')",8
338,"('(c+(c+c))=((c+c)+c)', '((c+c)+c)=(c+(c+c))', '(c+(c+c))=(c+(c+c))', '(a+f)=(c+c)', '((c+(c+c))+(a+f))=((c+(c+c))+(c+c))', '1=(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(a+f))}))', '1=(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(c+c))}))', '1=(0+1)')",EquivalenceSubstitution,"('1', '(((c+(c+c))+(a+f))*(\\frac{1}{((c+(c+c))+(c+c))}))')",8
339,"('(b+f)=a',)",PrincipleOfEquality,"('b', 'b', '(b+f)', 'a')",8
340,"('(b+f)=a', '(b+(b+f))=(b+a)')",SquareDefinition,"('(b+(b+f))',)",8
341,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)')",EquivalenceSubstitution,"('(b+(b+f))', '(b+a)')",8
342,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)')",MultiplicationCommutativity,"('(b+(b+f))', '(b+a)')",8
343,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+a)*(b+(b+f)))')",EquivalenceSubstitution,"('((b+(b+f))*(b+a))', '((b+a)*(b+(b+f)))')",8
344,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+a)*(b+(b+f)))', '((b+a)*(b+(b+f)))=((b+(b+f))^2)')",MultiplicationOne,"('((b+a)*(b+(b+f)))', '1')",8
345,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+a)*(b+(b+f)))', '((b+a)*(b+(b+f)))=((b+(b+f))^2)', '((b+a)*(b+(b+f)))=(((b+a)*(b+(b+f)))*1)')",EquivalenceSubstitution,"('((b+a)*(b+(b+f)))', '((b+(b+f))^2)')",8
346,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+a)*(b+(b+f)))', '((b+a)*(b+(b+f)))=((b+(b+f))^2)', '((b+a)*(b+(b+f)))=(((b+a)*(b+(b+f)))*1)', '((b+(b+f))^2)=(((b+a)*(b+(b+f)))*1)')",AdditionSimplification,"('((b+(b+f))^2)',)",8
347,"('(b+f)=a', '(b+(b+f))=(b+a)', '((b+(b+f))*(b+(b+f)))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+(b+f))^2)', '((b+(b+f))*(b+a))=((b+a)*(b+(b+f)))', '((b+a)*(b+(b+f)))=((b+(b+f))^2)', '((b+a)*(b+(b+f)))=(((b+a)*(b+(b+f)))*1)', '((b+(b+f))^2)=(((b+a)*(b+(b+f)))*1)', '0=(((b+(b+f))^2)+(-((b+(b+f))^2)))')",EquivalenceSubstitution,"('((b+(b+f))^2)', '(((b+a)*(b+(b+f)))*1)')",8
348,(),AdditionMultiplicationRightDistribution,"('b', 'c', 'c')",6
349,"('(b*(c+c))=((b*c)+(b*c))',)",MultiplicationAssociativity,"('(b*(c+c))', 'a', 'a')",6
350,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)')",EquivalenceSubstitution,"('(b*(c+c))', '((b*c)+(b*c))')",6
351,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)')",AdditionSimplification,"('(((b*c)+(b*c))*(a*a))',)",6
352,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)', '0=((((b*c)+(b*c))*(a*a))+(-(((b*c)+(b*c))*(a*a))))')",EquivalenceSubstitution,"('(((b*c)+(b*c))*(a*a))', '(((b*(c+c))*a)*a)')",6
353,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)', '0=((((b*c)+(b*c))*(a*a))+(-(((b*c)+(b*c))*(a*a))))', '0=((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))')",AdditionAssociativity,"('0', 'c', 'b')",6
354,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)', '0=((((b*c)+(b*c))*(a*a))+(-(((b*c)+(b*c))*(a*a))))', '0=((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))', '(0+(c+b))=((0+c)+b)')",EquivalenceSubstitution,"('0', '((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))')",6
355,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)', '0=((((b*c)+(b*c))*(a*a))+(-(((b*c)+(b*c))*(a*a))))', '0=((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))', '(0+(c+b))=((0+c)+b)', '(((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))=((0+c)+b)')",MultiplicationOne,"('(((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))', '1')",6
356,"('(b*(c+c))=((b*c)+(b*c))', '((b*(c+c))*(a*a))=(((b*(c+c))*a)*a)', '(((b*c)+(b*c))*(a*a))=(((b*(c+c))*a)*a)', '0=((((b*c)+(b*c))*(a*a))+(-(((b*c)+(b*c))*(a*a))))', '0=((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))', '(0+(c+b))=((0+c)+b)', '(((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))=((0+c)+b)', '(((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))=((((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))*1)')",EquivalenceSubstitution,"('(((((b*c)+(b*c))*(a*a))+(-(((b*(c+c))*a)*a)))+(c+b))', '((0+c)+b)')",6
357,"('(a+f)=(c^2)',)",SquareDefinition,"('c',)",2
358,"('(c*c)=(c^2)', '(a+f)=(c^2)')",PrincipleOfEquality,"('(c*c)', '(c^2)', '(a+f)', '(c^2)')",2
359,"('(c*c)=(c^2)', '(a+f)=(c^2)', '((c*c)+(a+f))=((c^2)+(c^2))')",AdditionMultiplicationLeftDistribution,"('b', '(c^2)', '((c*c)+(a+f))')",2
360,"('(c*c)=(c^2)', '(a+f)=(c^2)', '((c*c)+(a+f))=((c^2)+(c^2))', '(((c^2)+((c*c)+(a+f)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))')",EquivalenceSubstitution,"('((c*c)+(a+f))', '((c^2)+(c^2))')",2
361,"('(c*c)=(c^2)', '(a+f)=(c^2)', '((c*c)+(a+f))=((c^2)+(c^2))', '(((c^2)+((c*c)+(a+f)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))', '(((c^2)+((c^2)+(c^2)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))')",MultiplicationAssociativity,"('(((c^2)+((c^2)+(c^2)))*b)', 'a', 'c')",2
362,"('(c*c)=(c^2)', '(a+f)=(c^2)', '((c*c)+(a+f))=((c^2)+(c^2))', '(((c^2)+((c*c)+(a+f)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))', '(((c^2)+((c^2)+(c^2)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))', '((((c^2)+((c^2)+(c^2)))*b)*(a*c))=(((((c^2)+((c^2)+(c^2)))*b)*a)*c)')",EquivalenceSubstitution,"('(((c^2)+((c^2)+(c^2)))*b)', '(((c^2)*b)+(((c*c)+(a+f))*b))')",2
363,"('(c*c)=(c^2)', '(a+f)=(c^2)', '((c*c)+(a+f))=((c^2)+(c^2))', '(((c^2)+((c*c)+(a+f)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))', '(((c^2)+((c^2)+(c^2)))*b)=(((c^2)*b)+(((c*c)+(a+f))*b))', '((((c^2)+((c^2)+(c^2)))*b)*(a*c))=(((((c^2)+((c^2)+(c^2)))*b)*a)*c)', '((((c^2)*b)+(((c*c)+(a+f))*b))*(a*c))=(((((c^2)+((c^2)+(c^2)))*b)*a)*c)')",MultiplicationCommutativity,"('c', 'c')",2
364,"('(c+f)=a',)",PrincipleOfEquality,"('a', 'a', '(c+f)', 'a')",8
365,"('(c+f)=a', '(a+(c+f))=(a+a)')",AdditionMultiplicationRightDistribution,"('a', '(a+(c+f))', 'a')",8
366,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))')",EquivalenceSubstitution,"('(a+(c+f))', '(a+a)')",8
367,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))')",AdditionMultiplicationLeftDistribution,"('f', 'c', '(a*((a+a)+a))')",8
368,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))', '((c+(a*((a+a)+a)))*f)=((c*f)+((a*((a+a)+a))*f))')",EquivalenceSubstitution,"('(a*((a+a)+a))', '((a*(a+(c+f)))+(a*a))')",8
369,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))', '((c+(a*((a+a)+a)))*f)=((c*f)+((a*((a+a)+a))*f))', '((c+((a*(a+(c+f)))+(a*a)))*f)=((c*f)+((a*((a+a)+a))*f))')",MultiplicationAssociativity,"('((c+((a*(a+(c+f)))+(a*a)))*f)', '(c*f)', 'a')",8
370,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))', '((c+(a*((a+a)+a)))*f)=((c*f)+((a*((a+a)+a))*f))', '((c+((a*(a+(c+f)))+(a*a)))*f)=((c*f)+((a*((a+a)+a))*f))', '(((c+((a*(a+(c+f)))+(a*a)))*f)*((c*f)*a))=((((c+((a*(a+(c+f)))+(a*a)))*f)*(c*f))*a)')",EquivalenceSubstitution,"('((c+((a*(a+(c+f)))+(a*a)))*f)', '((c*f)+((a*((a+a)+a))*f))')",8
371,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))', '((c+(a*((a+a)+a)))*f)=((c*f)+((a*((a+a)+a))*f))', '((c+((a*(a+(c+f)))+(a*a)))*f)=((c*f)+((a*((a+a)+a))*f))', '(((c+((a*(a+(c+f)))+(a*a)))*f)*((c*f)*a))=((((c+((a*(a+(c+f)))+(a*a)))*f)*(c*f))*a)', '(((c*f)+((a*((a+a)+a))*f))*((c*f)*a))=((((c+((a*(a+(c+f)))+(a*a)))*f)*(c*f))*a)')",AdditionAssociativity,"('a', 'c', 'f')",8
